IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;CV_PRICE_1;IP_PROP706;IP_PROP707;IC_GROUP0;IC_GROUP1;IC_GROUP2
6783;карниз 1.50.293;1.50.293;N;2000;;;;85;84;;;;;;;;;;1601.00;500;15,6;Интерьерный декор;карнизы;
6784;карниз 1.50.294;1.50.294;N;2000;;;;43;43;;;;;;;;;;1095.00;429;6,4;Интерьерный декор;карнизы;
6785;карниз 1.50.279 гибкий;1.50.279;Y;2000;;;;80;103;;;;;;;2000;2500;;3563.00;500;19,3;Интерьерный декор;гибкие карнизы;
6786;карниз 1.50.293 гибкий;1.50.293;Y;2000;;;;85;84;;;;;;;2000;1500;;3201.00;500;15,6;Интерьерный декор;гибкие карнизы;
6787;карниз 1.50.294 гибкий;1.50.294;Y;2000;;;;43;43;;;;;;;1500;1000;;2189.00;429;6,4;Интерьерный декор;гибкие карнизы;
6807;карниз 1.50.290 гибкий;1.50.290;Y;2000;;;;61;61;;;;;;;2000;1500;;1704.00;500;10;Интерьерный декор;гибкие карнизы;
6808;карниз 1.50.289 гибкий;1.50.289;Y;2000;;;;37;55;;;;;;;2000;1500;;1611.00;429;8,4;Интерьерный декор;гибкие карнизы;
6809;карниз 1.50.206 гибкий;1.50.206;Y;2000;;;;35;36;;;;;;;1500;1500;;1312.00;429;5,2;Интерьерный декор;гибкие карнизы;
6810;карниз 1.50.295 гибкий;1.50.295;Y;2000;;;;30;30;;;;;;;1000;1000;;2057.00;429;2,9;Интерьерный декор;гибкие карнизы;
6811;молдинг 1.51.376 гибкий;1.51.376;Y;2000;;;;;63;;;;;;20;550;550;2000;1501.00;500;6,8;Интерьерный декор;гибкие молдинги;
6812;молдинг 1.51.338 гибкий;1.51.338;Y;2000;;;;;40;;;;;;9;550;550;1500;1997.00;271;2,9;Интерьерный декор;гибкие молдинги;
6817;кронштейн 1.19.018;1.19.018;N;;193;395;207;;;;;;;;;;;;1549.00;136;;Интерьерный декор;кронштейны;
6818;молдинг 1.51.382;1.51.382;N;2000;;;;;92;;;;;;35;;;;1233.00;500;18,2;Интерьерный декор;молдинги;
6819;молдинг 1.51.377;1.51.377;N;2000;;;;;52;;;;;;17;;;;1031.00;500;5;Интерьерный декор;молдинги;
6820;молдинг 1.51.379;1.51.379;N;2000;;;;;30;;;;;;13;;;;1016.00;271;3,1;Интерьерный декор;молдинги;
6823;молдинг 1.51.379 гибкий;1.51.379;Y;2000;;;;;30;;;;;;13;550;550;1000;2030.00;271;3,1;Интерьерный декор;гибкие молдинги;
6826;молдинг 1.51.371;1.51.371;N;2000;;;;;97;;;;;;10;;;;980.00;500;5,3;Интерьерный декор;молдинги;
6828;карниз 1.50.292 гибкий;1.50.292;Y;2000;;;;25;25;;;;;;;1500;1000;;1218.00;429;2,7;Интерьерный декор;гибкие карнизы;
6829;карниз 1.50.225 гибкий;1.50.225;Y;2000;;;;58;54;;;;;;;3000;;;2631.00;429;9,2;Интерьерный декор;гибкие карнизы;
6830;карниз 1.50.226 гибкий;1.50.226;Y;2000;;;;55;55;;;;;;;3000;;;2892.00;429;12;Интерьерный декор;гибкие карнизы;
6835;молдинг 1.51.378;1.51.378;N;2000;;;;;22;;;;;;10;;;;974.00;271;1,4;Интерьерный декор;молдинги;
6836;розетка 1.56.052;1.56.052;N;;;;;;;;;;309;;28;;;;864.00;121;;Интерьерный декор;розетки;
6837;квадрат 1.54.017;1.54.017;N;;86;86;;;;;;;;;27;;;;402.00;57;;Интерьерный декор;обрамление дверей;
8330;молдинг 1.51.378 гибкий;1.51.378;Y;2000;;;;;22;;;;;;10;550;550;1000;1946.00;271;1,4;Интерьерный декор;гибкие молдинги;
8331;молдинг 1.51.377 гибкий;1.51.377;Y;2000;;;;;52;;;;;;17;550;550;2000;2061.00;500;5;Интерьерный декор;гибкие молдинги;
8332;молдинг 1.51.382 гибкий;1.51.382;Y;2000;;;;;92;;;;;;35;550;550;3000;2466.00;500;18,2;Интерьерный декор;гибкие молдинги;
8981;кронштейн 1.19.015;1.19.015;N;;112;164;68;;;;;;;;;;;;1110.00;136;;Интерьерный декор;кронштейны;
12094;карниз 1.50.298;1.50.298;N;2000;;;;40;13;;;;;;;;;;1073.00;429;3,5;Интерьерный декор;карнизы;
12104;молдинг 1.51.372;1.51.372;N;2000;;;;;25;;;;;;7;;;;591.00;271;1,3;Интерьерный декор;молдинги;
13520;карниз 1.50.296;1.50.296;N;2000;;;;110;35;;;;;;;;;;1531.00;500;15,3;Интерьерный декор;карнизы;
14598;угловой элемент 1.52.299;1.52.299;N;;358;323;;;;;;;;;22;;;;1052.00;129;3,8;Интерьерный декор;угловые элементы;
14599;угловой элемент 1.52.279;1.52.279;N;;358;323;;;;;;;;;22;;;;1052.00;129;3,8;Интерьерный декор;угловые элементы;
14600;молдинг 1.51.365;1.51.365;N;2000;;;;;59;;;;;;10;;;;868.00;500;4,7;Интерьерный декор;молдинги;
14781;плинтус 1.53.108;1.53.108;N;2000;;;;;120;14;;;;;;;;;2037.00;500;11,2;Интерьерный декор;плинтусы;
17562;кронштейн 1.19.016;1.19.016;N;;127;210;92;;;;;;;;;;;;1188.00;136;;Интерьерный декор;кронштейны;
17563;розетка 1.56.053;1.56.053;N;;522;522;;;;;;;;;32;;;;1523.00;207;;Интерьерный декор;розетки;
21020;карниз 1.50.227;1.50.227;N;2000;;;;73;280;;;;;;;;;;4036.00;550;60,5;Интерьерный декор;карнизы;
21021;молдинг 1.51.385;1.51.385;N;2000;;;;;103;;;;;;13;;;;1828.00;500;7,2;Интерьерный декор;молдинги;
21022;наличник 1.54.015;1.54.015;N;1200;;295;;;;;;;;;68;;;;1786.00;136;18,2;Интерьерный декор;обрамление дверей;
21023;сандрик 1.63.003;1.63.003;N;920;;230;;;;;;;;;39;;;;1999.00;271;17,8;Интерьерный декор;сандрики;
21126;плинтус 1.53.108 гибкий;1.53.108;Y;2000;;;;;120;14;;;;;;550;550;;4070.00;500;11,2;Интерьерный декор;гибкие плинтусы;
21619;карниз 1.50.297;1.50.297;N;2000;;;;20;20;;;;;;;;;;591.00;429;2,8;Интерьерный декор;карнизы;
21620;молдинг 1.51.383;1.51.383;N;2000;;;;;75;;;;;;23;;;;1275.00;500;8,9;Интерьерный декор;молдинги;
21621;молдинг 1.51.384;1.51.384;N;2000;;;;;47;;;;;;8;;;;1008.00;500;3,6;Интерьерный декор;молдинги;
22331;наличник 1.54.016;1.54.016;N;1199;;244;;;;;;;;;59;;;;1815.00;136;18,2;Интерьерный декор;обрамление дверей;
22334;молдинг 1.51.385 гибкий;1.51.385;Y;2000;;;;;103;;;;;;13;550;550;2500;3654.00;500;7,2;Интерьерный декор;гибкие молдинги;
22339;карниз 1.50.298 гибкий;1.50.298;Y;2000;;;;40;13;;;;;;;1500;1500;;2144.00;429;3,5;Интерьерный декор;гибкие карнизы;
26629;карниз 1.50.249;1.50.249;N;2000;;;;72;104;;;;;;;;;;1531.00;500;19,6;Интерьерный декор;карнизы;
27652;розетка 1.56.054;1.56.054;N;;;;;;;;;;706;;69;;;;5327.00;264;;Интерьерный декор;розетки;
28243;карниз 1.50.299 гибкий;1.50.299;Y;2000;;;;39;45;;;;;;;2000;2000;;1260.00;429;5,4;Интерьерный декор;гибкие карнизы;
28244;карниз 1.50.297 гибкий;1.50.297;Y;2000;;;;20;20;;;;;;;1500;1500;;1181.00;429;2,8;Интерьерный декор;гибкие карнизы;
28245;молдинг 1.51.384 гибкий;1.51.384;Y;2000;;;;;47;;;;;;8;550;550;2500;2013.00;500;3,6;Интерьерный декор;гибкие молдинги;
29278;карниз 1.50.215;1.50.215;N;2000;;;;48;52;;;;;;;;;;1118.00;429;9,3;Интерьерный декор;карнизы;
29860;плинтус 1.53.111;1.53.111;N;2000;;;;;65;20;;;;;;;;;1500.00;500;8;Интерьерный декор;плинтусы;
31363;карниз 1.50.216;1.50.216;N;2000;;;;67;75;;;;;;;;;;1421.00;500;9,7;Интерьерный декор;карнизы;
33172;кронштейн 1.19.017;1.19.017;N;;150;225;97;;;;;;;;;;;;2073.00;136;;Интерьерный декор;кронштейны;
33407;карниз 1.50.228;1.50.228;N;2000;;;;80;140;;;;;;;;;;3173.00;550;22,4;Интерьерный декор;карнизы;
36930;карниз 1.50.249 гибкий;1.50.249;Y;2000;;;;72;104;;;;;;;2500;3000;;3060.00;500;19,6;Интерьерный декор;гибкие карнизы;
38420;панель декоративная 1.59.003;1.59.003;N;;600;600;;;;;;;;;30;;;;3151.00;521;133,3;Интерьерный декор;панели декоративные;
38421;панель декоративная 1.59.004;1.59.004;N;;599;599;;;;;;;;;24;;;;3151.00;521;133,3;Интерьерный декор;панели декоративные;
38422;панель декоративная 1.59.005;1.59.005;N;;600;600;;;;;;;;;20;;;;2965.00;521;133,3;Интерьерный декор;панели декоративные;
42718;карниз 1.50.215 гибкий;1.50.215;Y;2000;;;;48;52;;;;;;;3000;;;2233.00;429;9,3;Интерьерный декор;гибкие карнизы;
42720;карниз 1.50.216 гибкий;1.50.216;Y;2000;;;;67;75;;;;;;;3500;;;2840.00;500;9,7;Интерьерный декор;гибкие карнизы;
43862;торцевой элемент 4.82.032;4.82.032;N;;95;126;95;;;;;;;;;;;;445.00;108;45;Фасадный декор;оконные обрамления;дополнительные элементы
43863;торцевой элемент 4.82.131;4.82.131;N;;48;105;48;;;;;;;;;;;;431.00;108;21;Фасадный декор;оконные обрамления;дополнительные элементы
43864;торцевой элемент 4.82.231;4.82.231;N;;60;95;60;;;;;;;;;;;;431.00;108;22;Фасадный декор;оконные обрамления;дополнительные элементы
43865;торцевой элемент 4.82.232;4.82.232;N;;53;95;53;;;;;;;;;;;;431.00;108;21;Фасадный декор;оконные обрамления;дополнительные элементы
43866;торцевой элемент 4.82.332;4.82.332;N;;54;109;54;;;;;;;;;;;;431.00;108;20;Фасадный декор;оконные обрамления;дополнительные элементы
43867;торцевой элемент 4.82.331;4.82.331;N;;61;109;61;;;;;;;;;;;;431.00;108;22;Фасадный декор;оконные обрамления;дополнительные элементы
43868;торцевой элемент 4.82.033;4.82.033;N;;86;111;86;;;;;;;;;;;;431.00;108;39;Фасадный декор;оконные обрамления;дополнительные элементы
47206;карниз 1.50.229;1.50.229;N;2000;;;;48;119;;;;;;;;;;2056.00;429;17,3;Интерьерный декор;карнизы;
47207;карниз 1.50.621;1.50.621;N;2000;;;;51;120;;;;;;;;;;2116.00;429;17,3;Интерьерный декор;карнизы;
47208;карниз 1.50.622;1.50.622;N;2000;;;;83;200;;;;;;;;;;2866.00;557;35,1;Интерьерный декор;карнизы;
47209;карниз 1.50.623;1.50.623;N;2000;;;;75;119;;;;;;;;;;2184.00;429;16,4;Интерьерный декор;карнизы;
47210;карниз 1.50.624;1.50.624;N;2000;;;;120;199;;;;;;;;;;2831.00;557;39,6;Интерьерный декор;карнизы;
47211;молдинг 1.51.601;1.51.601;N;2000;;;;;216;;;;;;40;;;;1467.00;500;25,4;Интерьерный декор;молдинги;
47213;молдинг 1.51.603;1.51.603;N;2000;;;;;250;;;;;;160;;;;4296.00;557;134,2;Интерьерный декор;молдинги;
47214;молдинг 1.51.604;1.51.604;N;2000;;;;;350;;;;;;130;;;;4082.00;593;119,6;Интерьерный декор;молдинги;
47215;молдинг 1.51.605;1.51.605;N;2000;;;;;120;;;;;;19;;;;1836.00;500;13,3;Интерьерный декор;молдинги;
47216;молдинг 1.51.606;1.51.606;N;2000;;;;;200;;;;;;19;;;;2281.00;500;23,1;Интерьерный декор;молдинги;
48388;карниз 1.50.227 гибкий;1.50.227;Y;2000;;;;73;280;;;;;;;4000;;;8071.00;550;60,5;Интерьерный декор;гибкие карнизы;
48390;молдинг 1.51.386;1.51.386;N;2000;;;;;35;;;;;;15;;;;984.00;271;3,1;Интерьерный декор;молдинги;
48392;плинтус 1.53.112;1.53.112;N;2000;;;;;80;13;;;;;;;;;1591.00;500;8;Интерьерный декор;плинтусы;
65559;молдинг 1.51.387;1.51.387;N;2000;;;;;90;;;;;;24;;;;1155.00;500;8,7;Интерьерный декор;молдинги;
65560;молдинг 1.51.388;1.51.388;N;2000;;;;;90;;;;;;25;;;;1925.00;500;8,7;Интерьерный декор;молдинги;
65561;база 1.54.040;1.54.040;N;;115;249;;;;;;;;;45;;;;1242.00;150;44,4;Интерьерный декор;обрамление арок;
65562;база 1.54.040;1.54.040;N;;115;249;;;;;;;;;45;;;;1242.00;150;44,4;Интерьерный декор;обрамление дверей;
65563;база 1.54.050;1.54.050;N;;90;299;;;;;;;;;25;;;;1215.00;150;44,4;Интерьерный декор;обрамление арок;
65564;база 1.54.050;1.54.050;N;;90;299;;;;;;;;;25;;;;1215.00;150;44,4;Интерьерный декор;обрамление дверей;
65565;элемент 1.54.018;1.54.018;N;;147;200;;;;;;;;;100;;;;752.00;;11,1;Интерьерный декор;обрамление дверей;
65645;карниз 1.50.228 гибкий;1.50.228;Y;2000;;;;80;140;;;;;;;3000;;;6344.00;550;22,4;Интерьерный декор;гибкие карнизы;
67964;карниз 1.50.623 гибкий;1.50.623;Y;2000;;;;75;119;;;;;;;3500;;;4367.00;429;16,4;Интерьерный декор;гибкие карнизы;
69864;карниз 1.50.501;1.50.501;N;2020;;;;52;99;;;;;;;;;;3398.00;736;11,6;Интерьерный декор;карнизы;
69865;карниз 1.50.502;1.50.502;N;2000;;;;99;189;;;;;;;;;;4479.00;736;23,3;Интерьерный декор;карнизы;
69866;карниз 1.50.503;1.50.503;N;2000;;;;79;139;;;;;;;;;;3809.00;736;23,3;Интерьерный декор;карнизы;
69867;карниз 1.50.504;1.50.504;N;2000;;;;205;276;;;;;;;;;;7034.00;736;49,2;Интерьерный декор;карнизы;
69868;карниз 1.50.524;1.50.524;N;2000;;;;205;277;;;;;;;;;;7034.00;736;49,2;Интерьерный декор;карнизы;
69873;молдинг 1.51.501;1.51.501;N;2000;;;;;161;;;;;;17;;;;2933.00;664;13;Интерьерный декор;молдинги;
69874;молдинг 1.51.502;1.51.502;N;2000;;;;;164;;;;;;35;;;;3098.00;664;13;Интерьерный декор;молдинги;
69875;молдинг 1.51.503;1.51.503;N;2020;;;;;80;;;;;;18;;;;2186.00;664;6,3;Интерьерный декор;молдинги;
69876;молдинг 1.51.504;1.51.504;N;2040;;;;;51;;;;;;16;;;;1378.00;664;6,2;Интерьерный декор;молдинги;
69877;молдинг 1.51.510;1.51.510;N;2040;;;;;121;;;;;;16;;;;2372.00;664;12,8;Интерьерный декор;молдинги;
69878;молдинг 1.51.518;1.51.518;N;2040;;;;;259;;;;;;33;;;;7193.00;664;62,2;Интерьерный декор;молдинги;
69879;молдинг 1.51.513;1.51.513;N;2000;;;;;121;;;;;;60;;;;2812.00;379;20,5;Интерьерный декор;молдинги;
69890;панель декоративная 1.59.501;1.59.501;N;;349;399;;;;;;;;;52;;;;1995.00;736;;Интерьерный декор;панели декоративные;
69891;панель декоративная 1.59.503;1.59.503;N;;499;498;;;;;;;;;60;;;;2686.00;736;146;Интерьерный декор;панели декоративные;
69892;плинтус 1.53.501;1.53.501;N;2000;;;;;139;25;;;;;;;;;2898.00;379;19,8;Интерьерный декор;плинтусы;
69893;орнамент 1.60.501;1.60.501;N;;170;165;;;;;;;;;20;;;;674.00;179;;Интерьерный декор;орнаменты;
69894;орнамент 1.60.503;1.60.503;N;;91;91;;;;;;;;;28;;;;505.00;179;;Интерьерный декор;панели декоративные;
69895;розетка 1.56.501;1.56.501;N;;;;;;;;;;319;;58;;;;1876.00;143;;Интерьерный декор;розетки;
69896;розетка 1.56.502;1.56.502;N;;;;;;;;;;596;;59;;;;3351.00;143;;Интерьерный декор;розетки;
69900;розетка 1.56.503;1.56.503;N;;;;;;;;;;912;;41;;;;7909.00;143;;Интерьерный декор;розетки;
69901;розетка 1.56.511;1.56.511;N;;;83;;;;;;;86;;;;;;918.00;143;;Интерьерный декор;розетки;
69902;арочный элемент 1.61.511 гибкий;1.61.511;Y;2020;;;;;105;;;;;;65;550;550;550;11415.00;736;60,2;Интерьерный декор;арочный элемент;
69903;панель потолочная 1.57.501;1.57.501;N;;535;535;;;;;;;;;61;;;;2745.00;357;;Интерьерный декор;панели потолочные;
69904;панель потолочная 1.57.502;1.57.502;N;;147;147;;;;;;;;;33;;;;872.00;357;;Интерьерный декор;панели потолочные;
69905;панель потолочная 1.57.503;1.57.503;N;;292;292;;;;;;;;;60;;;;1990.00;357;;Интерьерный декор;панели потолочные;
69906;панель потолочная 1.57.504;1.57.504;N;;250;208;;;;;;;;;24;;;;913.00;357;;Интерьерный декор;панели потолочные;
71228;панель декоративная 1.59.001;1.59.001;N;;600;600;;;;;;;;;22;;;;2427.00;521;133,3;Интерьерный декор;панели декоративные;
73757;плинтус 1.53.112 гибкий;1.53.112;Y;2000;;;;;80;13;;;;;;550;550;2500;3179.00;500;8;Интерьерный декор;гибкие плинтусы;
74261;карниз 6.50.101;6.50.101;N;2000;;;;70;68;;;;;;;;;;758.00;500;10,5;Композиты;карнизы;
74262;молдинг 6.51.301;6.51.301;N;2000;;;;;42;;;;;;16;;;;392.00;271;3,8;Композиты;молдинги;
74263;плинтус 6.53.101;6.53.101;N;2000;;;;;110;26;;;;;;;;;912.00;500;17,4;Композиты;плинтусы;
74264;карниз 6.50.103;6.50.103;N;2000;;;;50;51;;;;;;;;;;597.00;500;7,7;Композиты;карнизы;
74265;карниз 6.50.105;6.50.105;N;2000;;;;61;60;;;;;;;;;;610.00;457;10,8;Композиты;карнизы;
74266;карниз 6.50.113;6.50.113;N;2000;;;;79;85;;;;;;;;;;807.00;500;13,6;Композиты;карнизы;
74267;карниз 6.50.115;6.50.115;N;2000;;;;45;49;;;;;;;;;;565.00;457;6,4;Композиты;карнизы;
74268;карниз 6.50.130;6.50.130;N;2000;;;;29;33;;;;;;;;;;387.00;429;4,2;Композиты;карнизы;
74269;карниз 6.50.154;6.50.154;N;2000;;;;23;23;;;;;;;;;;207.00;429;2;Композиты;карнизы;
74270;карниз 6.50.155;6.50.155;N;2000;;;;16;25;;;;;;;;;;275.00;429;2,3;Композиты;карнизы;
74271;карниз 6.50.157;6.50.157;N;2000;;;;32;32;;;;;;;;;;312.00;429;3;Композиты;карнизы;
74272;карниз 6.50.160;6.50.160;N;2000;;;;71;49;;;;;;;;;;724.00;429;10,4;Композиты;карнизы;
74273;карниз 6.50.165;6.50.165;N;2000;;;;79;84;;;;;;;;;;918.00;500;13,2;Композиты;карнизы;
74274;карниз 6.50.171;6.50.171;N;2000;;;;30;45;;;;;;;;;;488.00;429;4,1;Композиты;карнизы;
74275;карниз 6.50.172;6.50.172;N;2000;;;;50;47;;;;;;;;;;440.00;429;4,6;Композиты;карнизы;
74276;карниз 6.50.174;6.50.174;N;2000;;;;36;61;;;;;;;;;;597.00;429;5,1;Композиты;карнизы;
74277;карниз 6.50.229;6.50.229;N;2000;;;;49;120;;;;;;;;;;1367.00;429;17,3;Композиты;карнизы;
74278;карниз 6.50.230;6.50.230;N;2000;;;;84;84;;;;;;;;;;1463.00;500;15,1;Композиты;карнизы;
74279;карниз 6.50.248;6.50.248;N;2000;;;;95;94;;;;;;;;;;1153.00;500;12,5;Композиты;карнизы;
74280;карниз 6.50.297;6.50.297;N;2000;;;;20;20;;;;;;;;;;233.00;429;2,8;Композиты;карнизы;
74281;карниз 6.50.298;6.50.298;N;2000;;;;12;40;;;;;;;;;;372.00;429;3,5;Композиты;карнизы;
74282;карниз 6.50.299;6.50.299;N;2000;;;;37;45;;;;;;;;;;456.00;429;5,4;Композиты;карнизы;
74283;молдинг 6.51.302;6.51.302;N;2000;;;;;60;;;;;;25;;;;687.00;500;8,4;Композиты;молдинги;
74284;молдинг 6.51.307;6.51.307;N;2000;;;;;96;;;;;;25;;;;896.00;500;13,6;Композиты;молдинги;
74285;молдинг 6.51.308;6.51.308;N;2000;;;;;40;;;;;;20;;;;379.00;271;5,1;Композиты;молдинги;
74286;молдинг 6.51.321;6.51.321;N;2000;;;;;19;;;;;;10;;;;248.00;271;0,9;Композиты;молдинги;
74287;молдинг 6.51.322;6.51.322;N;2000;;;;;25;;;;;;12;;;;214.00;271;2,1;Композиты;молдинги;
74288;молдинг 6.51.323;6.51.323;N;2000;;;;;32;;;;;;10;;;;306.00;271;2,5;Композиты;молдинги;
74289;молдинг 6.51.345;6.51.345;N;2000;;;;;94;;;;;;22;;;;896.00;500;10,1;Композиты;молдинги;
74290;молдинг 6.51.362;6.51.362;N;2000;;;;;46;;;;;;10;;;;417.00;500;3,6;Композиты;молдинги;
74291;молдинг 6.51.363;6.51.363;N;2000;;;;;70;;;;;;13;;;;502.00;500;5,7;Композиты;молдинги;
74292;молдинг 6.51.384;6.51.384;N;2000;;;;;46;;;;;;8;;;;421.00;500;3,6;Композиты;молдинги;
74293;молдинг 6.51.385;6.51.385;N;2000;;;;;102;;;;;;13;;;;795.00;500;7,2;Композиты;молдинги;
74294;молдинг 6.51.386;6.51.386;N;2000;;;;;35;;;;;;14;;;;355.00;271;3,1;Композиты;молдинги;
74295;молдинг 6.51.400;6.51.400;N;2000;;;;;44;;;;;;16;;;;392.00;500;4,3;Композиты;молдинги;
74296;плинтус 6.53.102;6.53.102;N;2000;;;;;151;21;;;;;;;;;1064.00;500;19,5;Композиты;плинтусы;
74297;плинтус 6.53.103;6.53.103;N;2000;;;;;110;14;;;;;;;;;744.00;500;11,1;Композиты;плинтусы;
74298;плинтус 6.53.104;6.53.104;N;2000;;;;;120;24;;;;;;;;;917.00;500;13,9;Композиты;плинтусы;
74299;плинтус 6.53.105;6.53.105;N;2000;;;;;160;24;;;;;;;;;1155.00;500;18,5;Композиты;плинтусы;
74300;плинтус 6.53.106;6.53.106;N;2000;;;;;70;17;;;;;;;;;587.00;500;8;Композиты;плинтусы;
74301;плинтус 6.53.107;6.53.107;N;2000;;;;;80;23;;;;;;;;;734.00;500;8,5;Композиты;плинтусы;
74302;плинтус 6.53.108;6.53.108;N;2000;;;;;120;14;;;;;;;;;878.00;500;11,2;Композиты;плинтусы;
74303;плинтус 6.53.109;6.53.109;N;2000;;;;;97;17;;;;;;;;;777.00;500;8,4;Композиты;плинтусы;
74304;плинтус 6.53.112;6.53.112;N;2000;;;;;80;13;;;;;;;;;550.00;500;8;Композиты;плинтусы;
76545;  1.50.710;1.50.710;N;2000;;;;247;100;;;;;;;;;;4200.00;750;51,4;Интерьерный декор;карнизы;
76546;  1.51.701;1.51.701;N;2000;;;;;109;;;;;;31;;;;1956.00;664;17,2;Интерьерный декор;молдинги;
76547;  1.51.711;1.51.711;N;2000;;;;;175;;;;;;55;;;;2445.00;664;28,1;Интерьерный декор;молдинги;
76560;  6.50.701;6.50.701;N;2000;;;;35;35;;;;;;;;;;223.00;664;3,9;Интерьерный декор;карнизы;
76561;  6.50.702;6.50.702;N;2000;;;;47;76;;;;;;;;;;462.00;664;8;Интерьерный декор;карнизы;
76562;  6.50.703;6.50.703;N;2000;;;;48;51;;;;;;;;;;375.00;664;6,5;Интерьерный декор;карнизы;
76563;  6.50.704;6.50.704;N;2000;;;;61;105;;;;;;;;;;639.00;664;14,5;Интерьерный декор;карнизы;
76564;  6.50.705;6.50.705;N;2000;;;;64;63;;;;;;;;;;518.00;664;11,2;Интерьерный декор;карнизы;
76565;  6.50.706;6.50.706;N;2000;;;;77;128;;;;;;;;;;959.00;736;21,4;Интерьерный декор;карнизы;
76566;  6.50.708;6.50.708;N;2000;;;;50;40;;;;;;;;;;399.00;664;8,9;Интерьерный декор;карнизы;
76567;  6.50.709;6.50.709;N;2000;;;;120;43;;;;;;;;;;878.00;664;19,6;Интерьерный декор;карнизы;
76568;  6.51.702;6.51.702;N;2000;;;;;40;;;;;;13;;;;429.00;357;3,7;Интерьерный декор;молдинги;
76569;  6.51.703;6.51.703;N;2000;;;;;60;;;;;;12;;;;592.00;664;5,2;Интерьерный декор;молдинги;
76570;  6.51.704;6.51.704;N;2000;;;;;90;;;;;;15;;;;506.00;664;7,9;Интерьерный декор;молдинги;
76571;  6.51.705;6.51.705;N;2000;;;;;60;;;;;;11;;;;341.00;664;5;Интерьерный декор;молдинги;
76572;  6.51.706;6.51.706;N;2000;;;;;80;;;;;;16;;;;472.00;664;7,7;Интерьерный декор;молдинги;
76573;  6.51.707;6.51.707;N;2000;;;;;90;;;;;;14;;;;506.00;664;8,3;Интерьерный декор;молдинги;
76574;  6.51.708;6.51.708;N;2000;;;;;110;;;;;;15;;;;639.00;664;10,3;Интерьерный декор;молдинги;
76575;  6.51.710;6.51.710;N;2000;;;;;56;;;;;;32;;;;763.00;664;7,4;Интерьерный декор;молдинги;
76576;  6.53.701;6.53.701;N;2000;;;;;90;31;;;;;;;;;1122.00;664;11,1;Интерьерный декор;плинтусы;
76577;  6.53.702;6.53.702;N;2000;;;;;70;25;;;;;;;;;399.00;664;6,7;Интерьерный декор;плинтусы;
76578;  6.53.703;6.53.703;N;2000;;;;;100;34;;;;;;;;;639.00;664;10,7;Интерьерный декор;плинтусы;
76579;  6.53.704;6.53.704;N;2000;;;;;120;40;;;;;;;;;716.00;357;13,9;Интерьерный декор;плинтусы;
76580;  6.53.705;6.53.705;N;2000;;;;;90;18;;;;;;;;;898.00;664;8,8;Интерьерный декор;плинтусы;
76581;розетка 1.56.701;1.56.701;N;;577;515;;;;;;;;;100;;;;2169.00;329;;Интерьерный декор;розетки;
76582;розетка 1.56.702;1.56.702;N;;;;;;;;;;478;;42;;;;2189.00;243;;Интерьерный декор;розетки;
76583;розетка 1.56.703;1.56.703;N;;;;;;;;;;160;;73;;;;531.00;93;;Интерьерный декор;розетки;
76584;розетка 1.56.705;1.56.705;N;;;;;;;;;;486;;42;;;;1360.00;243;;Интерьерный декор;розетки;
76586;розетка 1.56.707;1.56.707;N;;;;;;;;;;447;;40;;;;1337.00;243;;Интерьерный декор;розетки;
76587;розетка 1.56.708;1.56.708;N;;;;;;;;;;532;;40;;;;1636.00;264;;Интерьерный декор;розетки;
76588;розетка 1.56.709;1.56.709;N;;;;;;;;;;377;;40;;;;959.00;200;;Интерьерный декор;розетки;
76589;розетка 1.56.710;1.56.710;N;;;;;;;;;;600;;60;;;;2115.00;307;;Интерьерный декор;розетки;
78427;  6.51.710;6.51.710;N;2000;;;;32;56;;;;;;;;;;763.00;664;7,4;Интерьерный декор;карнизы;
78428;  1.51.711;1.51.711;N;2000;;;;55;175;;;;;;;;;;2445.00;664;28,1;Интерьерный декор;карнизы;
78429;  6.53.701;6.53.701;N;2000;;;;31;90;;;;;;;;;;1122.00;664;11,1;Интерьерный декор;карнизы;
78430;  6.53.702;6.53.702;N;2000;;;;25;70;;;;;;;;;;399.00;664;6,7;Интерьерный декор;карнизы;
78431;  6.53.703;6.53.703;N;2000;;;;34;100;;;;;;;;;;639.00;664;10,7;Интерьерный декор;карнизы;
78432;  6.53.704;6.53.704;N;2000;;;;40;120;;;;;;;;;;716.00;357;13,9;Интерьерный декор;карнизы;
78433;  6.53.705;6.53.705;N;2000;;;;18;90;;;;;;;;;;898.00;664;8,8;Интерьерный декор;карнизы;
79707;  6.50.719;6.50.719;N;2000;;;;120;43;;;;;;;;;;878.00;664;19,6;Интерьерный декор;карнизы;
83144;плинтус 1.53.111 гибкий;1.53.111;Y;2000;;;;;65;20;;;;;;550;550;1500;2999.00;500;8;Интерьерный декор;гибкие плинтусы;
84138;карниз 1.50.285 гибкий;1.50.285;Y;2000;;;;109;144;;;;;;;2500;2500;;3711.00;564;21;Интерьерный декор;гибкие карнизы;
